Word	Simplified	Traditional	Pinyin	Yale (provisional)	IPA
Yanglongsi Township	养龙司乡	養龍司鄉	Yǎnglóngsī Xiāng	Yéuhng-lùhng-sī Hēung	
Yanglousi (town)	羊楼司镇	羊樓司鎮	Yánglóusīzhèn	Yèuhng-làuh-sī-jan	
Yanglou (town)	杨楼镇	楊樓鎮	Yánglóuzhèn	Yèuhng-làuh-jan	
Yanglou Township	杨楼乡	楊樓鄉	Yánglóu Xiāng	Yèuhng-làuh Hēung	
Yanglouzi Township	杨楼孜乡	楊樓孜鄉	Yánglóuzī Xiāng	Yèuhng-làuh-jī Hēung	
Yanglu Township	养鹿乡	養鹿鄉	Yǎnglù Xiāng	Yéuhng-luhk Hēung	
Yangmei District (in Taoyuan)	杨梅区	楊梅區	Yángméi Qū	Yèuhng-mùih Kēui	
Yangmeishan (town)	杨梅山镇	楊梅山鎮	Yángméishānzhèn	Yèuhng-mùih-sāan-jan	
Yangmei (town)	扬眉镇	揚眉鎮	Yángméizhèn	Yèuhng-mèih-jan	
Yangmei (town)	杨梅镇	楊梅鎮	Yángméizhèn	Yèuhng-mùih-jan	
Yangmei Township	杨梅乡	楊梅鄉	Yángméi Xiāng	Yèuhng-mùih Hēung	
Yangmei Yi Miao Hui Township	杨梅彝族苗族回族乡	楊梅彞族苗族回族鄉	Yángméi Yízú Miáozú Huízú Xiāng	Yèuhng-mùih Yìh-juhk Mìuh-juhk Wùih-juhk Hēung	
Yangmiao (town)	杨庙镇	楊廟鎮	Yángmiàozhèn	Yèuhng-miuh-jan	
Yangmiao (town)	阳庙镇	陽廟鎮	Yángmiàozhèn	Yèuhng-miuh-jan	
Yangmiao Township	杨庙乡	楊廟鄉	Yángmiào Xiāng	Yèuhng-miuh Hēung	
Yangming District	阳明区	陽明區	Yángmíng Qū	Yèuhng-mìhng Kēui	
Yangming (town)	阳明镇	陽明鎮	Yángmíngzhèn	Yèuhng-mìhng-jan	
Yangmuchuan (town)	杨木川镇	楊木川鎮	Yángmùchuānzhèn	Yèuhng-muhk-chyūn-jan	
Yangmulin (town)	杨木林镇	楊木林鎮	Yángmùlínzhèn	Yèuhng-muhk-làhm-jan	
Yangmu Township	杨木乡	楊木鄉	Yángmù Xiāng	Yèuhng-muhk Hēung	
Yangon	仰光	仰光	Yǎngguāng	Yéuhng-gwōng	
Yangou Township	沿沟乡	沿溝鄉	Yángōu Xiāng	Yùhn-kāu Hēung	
Yangping (town)	羊平镇	羊平鎮	Yángpíngzhèn	Yèuhng-pìhng-jan	
Yangping (town)	阳平镇	陽平鎮	Yángpíngzhèn	Yèuhng-pìhng-jan	
Yangping Township	阳坪乡	陽坪鄉	Yángpíng Xiāng	Yèuhng-pìhng Hēung	
Yangpo Township	阳坡乡	陽坡鄉	Yángpō Xiāng	Yèuhng-bō Hēung	
Yangpu District	杨浦区	楊浦區	Yángpǔ Qū	Yèuhng-pòuh Kēui	
Yangpyeong county (Korea)	杨平郡	楊平郡	Yángpíng Jùn	Yèuhng-pìhng Gwahn	
Yangqianhe Township	杨千河乡	楊千河鄉	Yángqiānhé Xiāng	Yèuhng-chīn-hòh Hēung	
Yangqiaodian (town)	杨桥殿镇	楊橋殿鎮	Yángqiáodiànzhèn	Yèuhng-kìuh-dihn-jan	
Yangqiao (town)	杨侨镇	楊僑鎮	Yángqiáozhèn	Yèuhng-kìuh-jan	
Yangqiao (town)	杨桥镇	楊橋鎮	Yángqiáozhèn	Yèuhng-kìuh-jan	
Yangquan (in Shanxi)	阳泉	陽泉	Yángquán	Yèuhng-chyùhn	
Yangquan (in Shanxi)	阳泉市	陽泉市	Yángquán Shì	Yèuhng-chyùhn Síh	
Yangquan (town)	阳泉镇	陽泉鎮	Yángquánzhèn	Yèuhng-chyùhn-jan	
Yangqu (county, in Shanxi)	阳曲县	陽曲縣	Yángqǔ Xiàn	Yèuhng-kūk Yún	
Yangri (town)	阳日镇	陽日鎮	Yángrìzhèn	Yèuhng-yaht-jan	
Yang River	洋河	洋河	Yáng Hé	Yèuhng Hòh	
Yangsanmu Hui Township	羊三木回族乡	羊三木回族鄉	Yángsānmù Huízú Xiāng	Yèuhng-sāam-muhk Wùih-juhk Hēung	
Yangshan (county, in Guangdong)	阳山县	陽山縣	Yángshān Xiàn	Yèuhng-sāan Yún	
Yangshan (town)	羊山镇	羊山鎮	Yángshānzhèn	Yèuhng-sāan-jan	
Yangshan (town)	阳山镇	陽山鎮	Yángshānzhèn	Yèuhng-sāan-jan	
Yangshan Township	仰山乡	仰山鄉	Yǎngshān Xiāng	Yéuhng-sāan Hēung	
Yangshao Township	仰韶乡	仰韶鄉	Yǎngsháo Xiāng	Yéuhng-sìuh Hēung	
Yangshao Township	阳邵乡	陽邵鄉	Yángshào Xiāng	Yèuhng-siuh Hēung	
Yangshi (town)	杨市镇	楊市鎮	Yángshìzhèn	Yèuhng-síh-jan	
Yangshi (town)	羊市镇	羊市鎮	Yángshìzhèn	Yèuhng-síh-jan	
Yangshou (town)	杨寿镇	楊壽鎮	Yángshòuzhèn	Yèuhng-sauh-jan	
Yangshufang (town)	杨树房镇	楊樹房鎮	Yángshùfángzhèn	Yèuhng-syuh-fòhng-jan	
Yangshuiwu Township	杨税务乡	楊稅務鄉	Yángshuìwù Xiāng	Yèuhng-seui-mouh Hēung	
Yangshuling (town)	杨树岭镇	楊樹嶺鎮	Yángshùlǐngzhèn	Yèuhng-syuh-léhng-jan	
Yangshuling Township	杨树岭乡	楊樹嶺鄉	Yángshùlǐng Xiāng	Yèuhng-syuh-léhng Hēung	
Yangshulin Township	杨树林乡	楊樹林鄉	Yángshùlín Xiāng	Yèuhng-syuh-làhm Hēung	
Yangshuo (county, in Guangxi)	阳朔县	陽朔縣	Yángshuò Xiàn	Yèuhng-sok Yún	
Yangshuo (town)	阳朔镇	陽朔鎮	Yángshuòzhèn	Yèuhng-sok-jan	
Yangshu Township	杨树乡	楊樹鄉	Yángshù Xiāng	Yèuhng-syuh Hēung	
Yangsong (town)	杨宋镇	楊宋鎮	Yángsòngzhèn	Yèuhng-sung-jan	
Yangtake Township	央塔克乡	央塔克鄉	Yāngtǎkè Xiāng	Yēung-taap-hāk Hēung	
Yangtan Township	杨滩乡	楊灘鄉	Yángtān Xiāng	Yèuhng-tāan Hēung	
Yangtan Township	杨谈乡	楊談鄉	Yángtán Xiāng	Yèuhng-tàahm Hēung	
Yangtianhu Yao Township	仰天湖瑶族乡	仰天湖瑤族鄉	Yǎngtiānhú Yáozú Xiāng	Yéuhng-tīn-wùh Yìuh-juhk Hēung	
Yangtian (town)	杨田镇	楊田鎮	Yángtiánzhèn	Yèuhng-tìhn-jan	
Yangtian Township	样田乡	樣田鄉	Yàngtián Xiāng	Yeuhng-tìhn Hēung	
Yangting (town)	羊亭镇	羊亭鎮	Yángtíngzhèn	Yèuhng-tìhng-jan	
Yangtou (town)	羊头镇	羊頭鎮	Yángtóuzhèn	Yèuhng-tàuh-jan	
Yangtouya Township	羊头崖乡	羊頭崖鄉	Yángtóuyá Xiāng	Yèuhng-tàuh-ngàaih Hēung	
Yangtuan (town)	杨疃镇	楊疃鎮	Yángtuǎnzhèn	Yèuhng-téun-jan	
Yangtun (town)	杨屯镇	楊屯鎮	Yángtúnzhèn	Yèuhng-tyùhn-jan	
Yangtun Township	杨屯乡	楊屯鄉	Yángtún Xiāng	Yèuhng-tyùhn Hēung	
Yangtze River Delta	长三地	長三地	Cháng-Sān dì	Chèuhng-Sāam deih	
Yangtze River Delta	长三角	長三角	Cháng Sānjiǎo	Chèuhng Sāam-gok	
Yanguan (town)	严关镇	嚴關鎮	Yánguānzhèn	Yìhm-gwāan-jan	
Yanguan (town)	盐官镇	鹽官鎮	Yánguānzhèn	Yìhm-gūn-jan	
Yang Wanli (960-1279)	杨万里	楊萬里	Yáng Wànlǐ	Yèuhng Maahn-léih	
Yangwan (town)	杨湾镇	楊灣鎮	Yángwānzhèn	Yèuhng-wāan-jan	
Yangxian Township	养贤乡	養賢鄉	Yǎngxián Xiāng	Yéuhng-yìhn Hēung	
Yang Xianyi (translator 1915-2009)	杨宪益	楊憲益	Yáng Xiànyì	Yèuhng Hin-yīk	
Yangxiaojie Township	杨小街乡	楊小街鄉	Yángxiǎojiē Xiāng	Yèuhng-síu-gāai Hēung	
Yangxi (county, in Guangdong)	阳西县	陽西縣	Yángxī Xiàn	Yèuhng-sāi Yún	
Yangxin County	阳信县	陽信縣	Yángxìn Xiàn	Yèuhng-seun Yún	
Yangxin (county, in Hubei)	阳新县	陽新縣	Yángxīn Xiàn	Yèuhng-sān Yún	
Yangxin (town)	阳信镇	陽信鎮	Yángxìnzhèn	Yèuhng-seun-jan	
Yangxiqiao (town)	杨溪桥镇	楊溪橋鎮	Yángxīqiáozhèn	Yèuhng-kāi-kìuh-jan	
Yangxi (town)	扬溪镇	揚溪鎮	Yángxīzhèn	Yèuhng-kāi-jan	
Yangxi Township	杨溪乡	楊溪鄉	Yángxī Xiāng	Yèuhng-kāi Hēung	
Yangxunqiao (town)	杨汛桥镇	楊汛橋鎮	Yángxùnqiáozhèn	Yèuhng-seun-kìuh-jan	
Yangyang county (Korea)	襄阳郡	襄陽郡	Xiāngyáng Jùn	Sēung-yèuhng Gwahn	
Yangying (town)	杨营镇	楊營鎮	Yángyíngzhèn	Yèuhng-yìhng-jan	
Yangying Township	杨郢乡	楊郢鄉	Yángyǐng Xiāng	Yèuhng-chíng Hēung	
Yangyi (town)	阳邑镇	陽邑鎮	Yángyìzhèn	Yèuhng-yāp-jan	
Yangyi Township	阳邑乡	陽邑鄉	Yángyì Xiāng	Yèuhng-yāp Hēung	
Yangyi Township	阳驿乡	陽驛鄉	Yángyì Xiāng	Yèuhng-yihk Hēung	
Yangyuan (county, in Hebei)	阳原县	陽原縣	Yángyuán Xiàn	Yèuhng-yùhn Yún	
Yangyuan Township	杨源乡	楊源鄉	Yángyuán Xiāng	Yèuhng-yùhn Hēung	
Yangyun (town)	杨运镇	楊運鎮	Yángyùnzhèn	Yèuhng-wahn-jan	
Yangyu (town)	阳峪镇	陽峪鎮	Yángyùzhèn	Yèuhng-yuhk-jan	
Yangyu Township	阳隅乡	陽隅鄉	Yángyú Xiāng	Yèuhng-yùh Hēung	
Yangzhai (town)	杨寨镇	楊寨鎮	Yángzhàizhèn	Yèuhng-jaaih-jan	
Yangzhai (town)	羊寨镇	羊寨鎮	Yángzhàizhèn	Yèuhng-jaaih-jan	
Yangzhong (in Jiangsu)	扬中	揚中	Yángzhōng	Yèuhng-jūng	
Yangzhong (in Jiangsu)	扬中市	揚中市	Yángzhōng Shì	Yèuhng-jūng Síh	
Yangzhong (town)	洋中镇	洋中鎮	Yángzhōngzhèn	Yèuhng-jūng-jan	
Yangzhou (in Jiangsu)	扬州市	揚州市	Yángzhōu Shì	Yèuhng-jāu Síh	
Yangzhou (in Jiangxi)	杨洲	楊洲	Yángzhōu	Yèuhng-jāu	
Yangzhou Township	杨洲乡	楊洲鄉	Yángzhōu Xiāng	Yèuhng-jāu Hēung	
Yangzhuanghu Township	杨庄户乡	楊莊戶鄉	Yángzhuānghù Xiāng	Yèuhng-jōng-wuh Hēung	
Yangzhuangji (town)	杨庄集镇	楊莊集鎮	Yángzhuāngjízhèn	Yèuhng-jōng-jaahp-jan	
Yangzhuangke Township	杨庄窠乡	楊莊窠鄉	Yángzhuāngkē Xiāng	Yèuhng-jōng-fō Hēung	
Yangzhuang (town)	杨庄镇	楊莊鎮	Yángzhuāngzhèn	Yèuhng-jōng-jan	
Yangzhuang (town)	羊庄镇	羊莊鎮	Yángzhuāngzhèn	Yèuhng-jōng-jan	
Yangzhuang Township	杨庄乡	楊莊鄉	Yángzhuāng Xiāng	Yèuhng-jōng Hēung	
Yangzhuang Township	洋庄乡	洋莊鄉	Yángzhuāng Xiāng	Yèuhng-jōng Hēung	
Yangzizhou (town)	扬子洲镇	揚子洲鎮	Yángzǐzhōuzhèn	Yèuhng-jí-jāu-jan	
Yanhe Korean Township	延和朝鲜族乡	延和朝鮮族鄉	Yánhé Cháoxiǎnzú Xiāng	Yìhn-wòh Chìuh-sīn-juhk Hēung	
Yanhe (town)	延河镇	延河鎮	Yánhézhèn	Yìhn-hòh-jan	
Yanhe (town)	沿河镇	沿河鎮	Yánhézhèn	Yùhn-hòh-jan	
Yanhe (town)	盐河镇	鹽河鎮	Yánhézhèn	Yìhm-hòh-jan	
Yanhe Township	晏河乡	晏河鄉	Yànhé Xiāng	Ngaan-hòh Hēung	
Yanhe Township	沿河乡	沿河鄉	Yánhé Xiāng	Yùhn-hòh Hēung	
Yanhu District	盐湖区	鹽湖區	Yánhú Qū	Yìhm-wùh Kēui	
Yanina	亚尼纳	亞尼納	Yànínà	Nga-nèih-naahp	
Yanina	雅妮娜	雅妮娜	Yǎnīnà	Ngáh-nèih-nàh	
Yanita	亚妮塔	亞妮塔	Yànītǎ	Nga-nèih-taap	
Yanjiang District	雁江区	雁江區	Yànjiāng Qū	Ngaahn-gōng Kēui	
Yanjiang Manchu Township	沿江满族乡	沿江滿族鄉	Yánjiāng Mǎnzú Xiāng	Yùhn-gōng Múhn-juhk Hēung	
Yanjiang (town)	沿江镇	沿江鎮	Yánjiāngzhèn	Yùhn-gōng-jan	
Yanjiang (town)	雁江镇	雁江鎮	Yànjiāngzhèn	Ngaahn-gōng-jan	
Yanjiang Township	沿江乡	沿江鄉	Yánjiāng Xiāng	Yùhn-gōng Hēung	
Yanji (in Jilin)	延吉	延吉	Yánjí	Yìhn-gāt	
Yanji (in Jilin)	延吉市	延吉市	Yánjí Shì	Yìhn-gāt Síh	
Yanjin (county, in Henan)	延津县	延津縣	Yánjīn Xiàn	Yìhn-jēun Yún	
Yanjin (county, in Yunnan)	盐津县	鹽津縣	Yánjīn Xiàn	Yìhm-jēun Yún	
Yanjing (town)	盐井镇	鹽井鎮	Yánjǐngzhèn	Yìhm-jéng-jan	
Yanjing Township	盐井乡	鹽井鄉	Yánjǐng Xiāng	Yìhm-jéng Hēung	
Yanji (town)	演集镇	演集鎮	Yǎnjízhèn	Yín-jaahp-jan	
Yanji (town)	闫集镇	閆集鎮	Yánjízhèn	Yìhm-jaahp-jan	
Yanji (town)	颜集镇	顏集鎮	Yánjízhèn	Ngàahn-jaahp-jan	
Yanji Township	阎集乡	閻集鄉	Yánjí Xiāng	Yìhm-jaahp Hēung	
Yankee	杨基	楊基	Yángjī	Yèuhng-gēi	
Yankee	洋基	洋基	Yángjī	Yèuhng-gēi	
Yankee Stadium	洋基体育场	洋基體育場	Yángjī Tǐyùchǎng	Yèuhng-gēi Tái-yuhk-chèuhng	
Yankou (town)	堰口镇	堰口鎮	Yànkǒuzhèn	Yín-háu-jan	
Yankou (town)	岩口镇	岩口鎮	Yánkǒuzhèn	Ngàahm-háu-jan	
Yanliang (district, in Shaanxi)	阎良区	閻良區	Yánliáng Qū	Yìhm-lèuhng Kēui	
Yanling (county, in Henan)	鄢陵县	鄢陵縣	Yānlíng Xiàn	Yīn-lìhng Yún	
Yanling (county, in Hunan)	炎陵县	炎陵縣	Yánlíng Xiàn	Yìhm-lìhng Yún	
Yanling (town)	延陵镇	延陵鎮	Yánlíngzhèn	Yìhn-lìhng-jan	
Yanli Township	演礼乡	演禮鄉	Yǎnlǐ Xiāng	Yín-láih Hēung	
Yan-liu (town)	炎刘镇	炎劉鎮	Yán-liúzhèn	Yìhm-làuh-jan	
Yanlong Township	岩垅乡	岩壠鄉	Yánlǒng Xiāng	Ngàahm-lúhng Hēung	
Yanlou (town)	阎楼镇	閻樓鎮	Yánlóuzhèn	Yìhm-làuh-jan	
Yanlou Township	阎楼乡	閻樓鄉	Yánlóu Xiāng	Yìhm-làuh Hēung	
Yanmeidong Township	烟煤洞乡	煙煤洞鄉	Yānméidòng Xiāng	Yīn-mùih-duhng Hēung	
Yanmenkou (town)	雁门口镇	雁門口鎮	Yànménkǒuzhèn	Ngaahn-mùhn-háu-jan	
Yanminghu (town)	雁鸣湖镇	雁鳴湖鎮	Yànmínghúzhèn	Ngaahn-mìhng-wùh-jan	
Yann	雅恩	雅恩	Yǎ'ēn	Ngáh-yān	
Yannick	扬尼克	揚尼克	Yángníkè	Yèuhng-nèih-hāk	
Yannik	杨伊克	楊伊克	Yángyīkè	Yèuhng-yī-hāk	
Yannis	亚尼斯	亞尼斯	Yànísī	Nga-nèih-sī	
Yannis	雅尼斯	雅尼斯	Yǎnísī	Ngáh-nèih-sī	
Yannouris	扬努里斯	揚努里斯	Yángnǔlǐsī	Yèuhng-nóuh-léih-sī	
Yannuzzi	亚努齐	亞努齊	Yànǔqí	Nga-nóuh-chàih	
Yanoff	亚诺夫	亞諾夫	Yànuòfū	Nga-nohk-fū	
Yanofsky	亚诺夫斯基	亞諾夫斯基	Yànuòfūsījī	Nga-nohk-fū-sī-gēi	
Yanping District	延平区	延平區	Yánpíng Qū	Yìhn-pìhng Kēui	
Yanping Township	堰坪乡	堰坪鄉	Yànpíng Xiāng	Yín-pìhng Hēung	
Yanqi; Karasahr	焉耆	焉耆	Yānqí	Yīn-kèih	
Yanqian (town)	岩前镇	岩前鎮	Yánqiánzhèn	Ngàahm-chìhn-jan	
Yanqiao (town)	严桥镇	嚴橋鎮	Yánqiáozhèn	Yìhm-kìuh-jan	
Yanqiao (town)	岩桥镇	岩橋鎮	Yánqiáozhèn	Ngàahm-kìuh-jan	
Yanqiao Township	严桥乡	嚴橋鄉	Yánqiáo Xiāng	Yìhm-kìuh Hēung	
Yanqi (county, in Xinjiang)	焉耆县	焉耆縣	Yānqí Xiàn	Yīn-kèih Yún	
Yanqing	延庆	延慶	Yánqìng	Yìhn-hing	
Yanqing District (in Beijing)	延庆区	延慶區	Yánqìng Qū	Yìhn-hing Kēui	
Yanqing (town)	延庆镇	延慶鎮	Yánqìngzhèn	Yìhn-hing-jan	
Yanqi (town)	焉耆镇	焉耆鎮	Yānqízhèn	Yīn-kèih-jan	
Yanquan (town)	岩泉镇	岩泉鎮	Yánquánzhèn	Ngàahm-chyùhn-jan	
Yan River	延河	延河	Yán Hé	Yìhn Hòh	
Yanshan (county)	铅山县	鉛山縣	Yánshān Xiàn	Yùhn-sāan Yún	
Yanshan (county, in Hebei)	盐山县	鹽山縣	Yánshān Xiàn	Yìhm-sāan Yún	
Yanshan (county, in Yunnan)	砚山县	硯山縣	Yànshān Xiàn	Yihn-sāan Yún	
Yanshan District	雁山区	雁山區	Yànshān Qū	Ngaahn-sāan Kēui	
Yanshan (town)	岩山镇	岩山鎮	Yánshānzhèn	Ngàahm-sāan-jan	
Yanshan (town)	沿山镇	沿山鎮	Yánshānzhèn	Yùhn-sāan-jan	
Yanshan (town)	盐山镇	鹽山鎮	Yánshānzhèn	Yìhm-sāan-jan	
Yanshan (town)	砚山镇	硯山鎮	Yànshānzhèn	Yihn-sāan-jan	
Yanshan (town)	雁山镇	雁山鎮	Yànshānzhèn	Ngaahn-sāan-jan	
Yanshan Township	岩山乡	岩山鄉	Yánshān Xiāng	Ngàahm-sāan Hēung	
Yanshi	燕师	燕師	Yànshī	Yin-sī	
Yanshi (in Henan)	偃师	偃師	Yǎnshī	Yín-sī	
Yanshi (in Henan)	偃师市	偃師市	Yǎnshī Shì	Yín-sī Síh	
Yanshou County	延寿县	延壽縣	Yánshòu Xiàn	Yìhn-sauh Yún	
Yanshou (town)	延寿镇	延壽鎮	Yánshòuzhèn	Yìhn-sauh-jan	
Yanshou Yao Township	延寿瑶族乡	延壽瑤族鄉	Yánshòu Yáozú Xiāng	Yìhn-sauh Yìuh-juhk Hēung	
Yanshui District; Yanshuei District (in Tainan)	盐水区	鹽水區	Yánshuǐ Qū	Yìhm-séui Kēui	
Yanshui River (Taiwan)	盐水溪	鹽水溪	Yánshuǐ Xī	Yìhm-séui Kāi	
Yansi (town)	岩寺镇	岩寺鎮	Yánsìzhèn	Ngàahm-jih-jan	
Yan Song (1480-1567)	严嵩	嚴嵩	Yán Sōng	Yìhm Sūng	
Yant; Yount	扬特	揚特	Yángtè	Yèuhng-dahk	
Yanta (district, in Shaanxi)	雁塔区	雁塔區	Yàntǎ Qū	Ngaahn-taap Kēui	
Yantai (in Shandong)	烟台	煙台	Yāntái	Yīn-tòih	
Yantai (in Shandong)	烟台市	煙台市	Yāntái Shì	Yīn-tòih Síh	
Yantai River	烟台河	煙台河	Yāntái Hé	Yīn-tòih Hòh	
Yantai sweet potato	烟薯	煙薯	Yānshǔ	Yīn-syùh	
Yantan District	沿滩区	沿灘區	Yántān Qū	Yùhn-tāan Kēui	
Yantang (town)	严塘镇	嚴塘鎮	Yántángzhèn	Yìhm-tòhng-jan	
Yantan (town)	岩坦镇	岩坦鎮	Yántǎnzhèn	Ngàahm-táan-jan	
Yantan (town)	岩滩镇	岩灘鎮	Yántānzhèn	Ngàahm-tāan-jan	
Yantian District	盐田区	鹽田區	Yántián Qū	Yìhm-tìhn Kēui	
Yantianhe (town)	盐田河镇	鹽田河鎮	Yántiánhézhèn	Yìhm-tìhn-hòh-jan	
Yantian She Township	盐田畲族乡	鹽田畲族鄉	Yántián Shēzú Xiāng	Yìhm-tìhn Yùh-juhk Hēung	
Yantian (town)	严田镇	嚴田鎮	Yántiánzhèn	Yìhm-tìhn-jan	
Yantian Township	晏田乡	晏田鄉	Yàntián Xiāng	Ngaan-tìhn Hēung	
Yanting (county, in Sichuan)	盐亭县	鹽亭縣	Yántíng Xiàn	Yìhm-tìhng Yún	
yantra (Sanskrit for instrument)	扬特拉	揚特拉	yángtèlā	yèuhng-dahk-lāai	
Yantuan (town)	阎疃镇	閻疃鎮	Yántuǎnzhèn	Yìhm-téun-jan	
Yanukovych; Yanushkevich	亚努科维奇	亞努科維奇	Yànǔkēwéiqí	Nga-nóuh-fō-wàih-kèih	
Yanwanghu (town)	岩汪湖镇	岩汪湖鎮	Yánwānghúzhèn	Ngàahm-wōng-wùh-jan	
Yanwan Township	岩湾乡	岩灣鄉	Yánwān Xiāng	Ngàahm-wāan Hēung	
Yanweigang (town)	燕尾港镇	燕尾港鎮	Yànwěigǎngzhèn	Yin-méih-góng-jan	
Yanwo (town)	燕窝镇	燕窩鎮	Yànwōzhèn	Yin-wō-jan	
Yanwo (town)	盐窝镇	鹽窩鎮	Yánwōzhèn	Yìhm-wō-jan	
Yanwu (town)	演武镇	演武鎮	Yǎnwǔzhèn	Yín-móuh-jan	
Yanwu Township	严务乡	嚴務鄉	Yánwù Xiāng	Yìhm-mouh Hēung	
Yanxia (town)	烟霞镇	煙霞鎮	Yānxiázhèn	Yīn-hàh-jan	
Yanxi (town)	岩溪镇	岩溪鎮	Yánxīzhèn	Ngàahm-kāi-jan	
Yanxi (town)	沿溪镇	沿溪鎮	Yánxīzhèn	Yùhn-kāi-jan	
Yanxi (town)	烟溪镇	煙溪鎮	Yānxīzhèn	Yīn-kāi-jan	
Yanxi (town)	砚溪镇	硯溪鎮	Yànxīzhèn	Yihn-kāi-jan	
Yanxi Township	沿溪乡	沿溪鄉	Yánxī Xiāng	Yùhn-kāi Hēung	
Yanxi Township	雁溪乡	雁溪鄉	Yànxī Xiāng	Ngaahn-kāi Hēung	
Yanyoufang Township	阎油房乡	閻油房鄉	Yányóufáng Xiāng	Yìhm-yàuh-fòhng Hēung	
Yanyuan (county, in Sichuan)	盐源县	鹽源縣	Yányuán Xiàn	Yìhm-yùhn Yún	
Yanzhang Township	岩樟乡	岩樟鄉	Yánzhāng Xiāng	Ngàahm-jēung Hēung	
Yanzhen (town)	岩镇镇	岩鎮鎮	Yánzhènzhèn	Ngàahm-jan-jan	
Yanzhen Township	盐镇乡	鹽鎮鄉	Yánzhèn Xiāng	Yìhm-jan Hēung	
Yanzhibuhua	燕只不花	燕只不花	Yànzhǐbùhuā	Yin-jí-bāt-fā	
Yanzhou District	兖州区	兗州區	Yǎnzhōu Qū	Yíhn-jāu Kēui	
Yanzhou (town)	烟洲镇	煙洲鎮	Yānzhōuzhèn	Yīn-jāu-jan	
Yanzhuang (town)	沿庄镇	沿莊鎮	Yánzhuāngzhèn	Yùhn-jōng-jan	
Yanzhuang (town)	闫庄镇	閆莊鎮	Yánzhuāngzhèn	Yìhm-jōng-jan	
Yanzhuang (town)	阎庄镇	閻莊鎮	Yánzhuāngzhèn	Yìhm-jōng-jan	
Yanzhuang (town)	颜庄镇	顏莊鎮	Yánzhuāngzhèn	Ngàahn-jōng-jan	
Yanzhuang Township	闫庄乡	閆莊鄉	Yánzhuāng Xiāng	Yìhm-jōng Hēung	
Yanzhuang Township	阎庄乡	閻莊鄉	Yánzhuāng Xiāng	Yìhm-jōng Hēung	
Yanzi Township	严字乡	嚴字鄉	Yánzì Xiāng	Yìhm-jih Hēung	
Yao'an (county, in Yunnan)	姚安县	姚安縣	Yáo'ān Xiàn	Yìuh-ngōn Yún	
Yaochuan Township	窈川乡	窈川鄉	Yǎochuān Xiāng	Yíu-chyūn Hēung	
Yaocun (town)	姚村镇	姚村鎮	Yáocūnzhèn	Yìuh-chyūn-jan	
Yaocun Township	姚村乡	姚村鄉	Yáocūn Xiāng	Yìuh-chyūn Hēung	
Yaodian Township	腰店乡	腰店鄉	Yāodiàn Xiāng	Yīu-dim Hēung	
Yaodu District	尧都区	堯都區	Yáodū Qū	Yìuh-dōu Kēui	
Yaodu (town)	尧渡镇	堯渡鎮	Yáodùzhèn	Yìuh-douh-jan	
Yaofeng (town)	瑶峰镇	瑤峰鎮	Yáofēngzhèn	Yìuh-fūng-jan	
Yaogou (town)	姚沟镇	姚溝鎮	Yáogōuzhèn	Yìuh-kāu-jan	
Yaogou Township	瑶沟乡	瑤溝鄉	Yáogōu Xiāng	Yìuh-kāu Hēung	
Yaoguantun Township	姚官屯乡	姚官屯鄉	Yáoguāntún Xiāng	Yìuh-gūn-tyùhn Hēung	
Yaogu (town)	腰古镇	腰古鎮	Yāogǔzhèn	Yīu-gú-jan	
Yaohai District	瑶海区	瑤海區	Yáohǎi Qū	Yìuh-hói Kēui	
Yaohe Township	姚河乡	姚河鄉	Yáohé Xiāng	Yìuh-hòh Hēung	
Yaohuai (town)	窑淮镇	窯淮鎮	Yáohuáizhèn	Yìuh-wàaih-jan	
Yaojia Township	姚家乡	姚家鄉	Yáojiā Xiāng	Yìuh-gā Hēung	
Yaojiazhuang (town)	姚家庄镇	姚家莊鎮	Yáojiāzhuāngzhèn	Yìuh-gā-jōng-jan	
Yaoji (town)	姚集镇	姚集鎮	Yáojízhèn	Yìuh-jaahp-jan	
Yaoji Township	姚集乡	姚集鄉	Yáojí Xiāng	Yìuh-jaahp Hēung	
Yaokou Township	窑口乡	窯口鄉	Yáokǒu Xiāng	Yìuh-háu Hēung	
Yao (language)	瑶族语	瑤族語	Yáozúyǔ	Yìuh-juhk-yúh	
Yao Liang (translator)	梁维耀	梁維耀	Liáng Wéiyào	Lèuhng Wàih-yiuh	
Yaoling Township	耀灵乡	耀靈鄉	Yàolíng Xiāng	Yiuh-lìhng Hēung	
Yaolin (town)	瑶琳镇	瑤琳鎮	Yáolínzhèn	Yìuh-làhm-jan	
Yaolugou Township	要路沟乡	要路溝鄉	Yàolùgōu Xiāng	Yiu-louh-kāu Hēung	
Yaolu (town)	腰潞镇	腰潞鎮	Yāolùzhèn	Yīu-louh-jan	
Yaomiao (town)	尧庙镇	堯廟鎮	Yáomiàozhèn	Yìuh-miuh-jan	
Yaoping Township	姚坪乡	姚坪鄉	Yáopíng Xiāng	Yìuh-pìhng Hēung	
Yaoqiang (town)	遥墙镇	遙牆鎮	Yáoqiángzhèn	Yìuh-chèuhng-jan	
Yaoqianhutun (town)	姚千户屯镇	姚千戶屯鎮	Yáoqiānhùtúnzhèn	Yìuh-chīn-wuh-tyùhn-jan	
